# omega0=1, alpha=4
# theta0=0.8, theta_dot0=0
# t_start=0, t_end=50, h=0.00911928
#   t          x(t)                 v(t)       
3.374134344929517e+01 1.091903998564928e-04 -2.925747938868158e-05
3.383253626942840e+01 1.065546611369931e-04 -2.855123533256957e-05
3.392372908956163e+01 1.039825463127616e-04 -2.786203924744380e-05
3.401492190969486e+01 1.014725195714799e-04 -2.718947961366004e-05
3.410611472982809e+01 9.902308217368389e-05 -2.653315484521345e-05
3.419730754996132e+01 9.663277155786453e-05 -2.589267304995145e-05
3.428850037009455e+01 9.430016046717159e-05 -2.526765179557464e-05
3.437969319022778e+01 9.202385609719713e-05 -2.465771788128618e-05
3.447088601036101e+01 8.980249926433076e-05 -2.406250711495346e-05
3.456207883049424e+01 8.763476359418995e-05 -2.348166409564867e-05
3.465327165062747e+01 8.551935472964067e-05 -2.291484200143869e-05
3.474446447076070e+01 8.345500955793552e-05 -2.236170238229747e-05
3.483565729089393e+01 8.144049545650806e-05 -2.182191495801727e-05
3.492685011102716e+01 7.947460955697271e-05 -2.129515742099815e-05
3.501804293116039e+01 7.755617802689085e-05 -2.078111524379782e-05
3.510923575129362e+01 7.568405536887455e-05 -2.027948149132711e-05
3.520042857142685e+01 7.385712373660890e-05 -1.978995663757877e-05
3.529162139156008e+01 7.207429226738492e-05 -1.931224838678024e-05
3.538281421169331e+01 7.033449643074454e-05 -1.884607149886369e-05
3.547400703182654e+01 6.863669739284830e-05 -1.839114761914886e-05
3.556519985195977e+01 6.697988139618688e-05 -1.794720511213733e-05
3.565639267209300e+01 6.536305915426537e-05 -1.751397889931869e-05
3.574758549222623e+01 6.378526526089945e-05 -1.709121030089199e-05
3.583877831235946e+01 6.224555761377038e-05 -1.667864688130778e-05
3.592997113249269e+01 6.074301685189484e-05 -1.627604229853865e-05
3.602116395262592e+01 5.927674580667364e-05 -1.588315615698817e-05
3.611235677275915e+01 5.784586896619148e-05 -1.549975386395052e-05
3.620354959289238e+01 5.644953195244787e-05 -1.512560648953495e-05
3.629474241302561e+01 5.508690101120727e-05 -1.476049062997154e-05
3.638593523315884e+01 5.375716251416361e-05 -1.440418827421664e-05
3.647712805329207e+01 5.245952247312208e-05 -1.405648667377825e-05
3.656832087342530e+01 5.119320606590792e-05 -1.371717821568375e-05
